YEAR,BENE_GEO_LVL,BENE_GEO_DESC,BENE_GEO_CD,BENES_TOTAL_CNT,ER_VISITS_PER_1000_BENES,County,Population,Median_Income,People_In_Poverty
2015,County,AK-Aleutians West,02016,239.0,104.8951,"Aleutians West Census Area, Alaska",5684,84306.0,499
2015,County,AK-Anchorage,02020,34768.0,606.9714,"Anchorage Municipality, Alaska",299107,78326.0,23914
2015,County,AK-Bethel,02050,1340.0,60.4089,"Bethel Census Area, Alaska",17776,51012.0,4364
2015,County,AK-Bristol Bay,02060,127.0,247.619,"Bristol Bay Borough, Alaska",970,79750.0,69
2015,County,AK-Denali,02068,208.0,287.234,"Denali Borough, Alaska",2060,81544.0,254
2015,County,AK-Dillingham,02070,470.0,107.438,"Dillingham Census Area, Alaska",4979,54173.0,894
2015,County,AK-Fairbanks North Star,02090,10117.0,630.3157,"Fairbanks North Star Borough, Alaska",99705,71068.0,7752
2015,County,AK-Haines,02100,550.0,332.6531,"Haines Borough, Alaska",2560,58750.0,135
2015,County,AK-Hoonah-Angoon,02105,271.0,224.6696,"Hoonah-Angoon Census Area, Alaska",2128,52419.0,252
2015,County,AK-Juneau,02110,4488.0,593.1461,"Juneau City and Borough, Alaska",32531,85746.0,2110
2015,County,AK-Kenai Peninsula,02122,10248.0,643.2222,"Kenai Peninsula Borough, Alaska",57221,63684.0,5558
2015,County,AK-Ketchikan Gateway,02130,2280.0,779.6954,"Ketchikan Gateway Borough, Alaska",13699,64222.0,1640
2015,County,AK-Kodiak Island,02150,1504.0,452.3619,"Kodiak Island Borough, Alaska",13973,70887.0,1552
2015,County,AK-Kusilvak,02158,541.0,31.0421,"Kusilvak Census Area, Alaska",7914,38229.0,2622
2015,County,AK-Lake and Peninsula,02164,177.0,147.8873,"Lake and Peninsula Borough, Alaska",1474,50781.0,247
2015,County,AK-Matanuska-Susitna,02170,12187.0,600.2681,"Matanuska-Susitna Borough, Alaska",96178,72983.0,9454
2015,County,AK-Nome,02180,827.0,1072.4409,"Nome Census Area, Alaska",9854,48868.0,2592
2015,County,AK-North Slope,02185,512.0,118.4211,"North Slope Borough, Alaska",9667,72576.0,976
2015,County,AK-Northwest Arctic,02188,580.0,107.5515,"Northwest Arctic Borough, Alaska",7732,63648.0,1824
2015,County,AK-Petersburg,02195,715.0,393.75,"Petersburg Borough, Alaska",3221,67935.0,327
2015,County,AK-Prince of Wales-Hyder,02198,906.0,259.6026,"Prince of Wales-Hyder Census Area, Alaska",6376,48523.0,921
2015,County,AK-Sitka,02220,1334.0,480.9228,"Sitka City and Borough, Alaska",8943,70376.0,798
2015,County,AK-Skagway,02230,321.0,197.8022,"Skagway Municipality, Alaska",999,69318.0,44
2015,County,AK-Southeast Fairbanks,02240,1114.0,363.0573,"Southeast Fairbanks Census Area, Alaska",7029,62670.0,1011
2015,County,AK-Valdez-Cordova,02261,1305.0,367.5676,"Valdez-Cordova Census Area, Alaska",9617,78810.0,1029
2015,County,AK-Wrangell,02275,463.0,677.3399,"Wrangell City and Borough, Alaska",2387,48603.0,279
2015,County,AK-Yakutat,02282,101.0,152.1739,"Yakutat City and Borough, Alaska",643,72500.0,35
2015,County,AK-Yukon-Koyukuk,02290,817.0,464.7239,"Yukon-Koyukuk Census Area, Alaska",5644,38491.0,1252
2015,County,AL-Autauga,01001,10420.0,729.1967,"Autauga County, Alabama",55221,51281.0,7057
2015,County,AL-Baldwin,01003,46969.0,532.8148,"Baldwin County, Alabama",195121,50254.0,25798
2015,County,AL-Barbour,01005,6390.0,873.953,"Barbour County, Alabama",26932,32964.0,6421
2015,County,AL-Bibb,01007,4961.0,751.3572,"Bibb County, Alabama",22604,38678.0,3488
2015,County,AL-Blount,01009,12400.0,631.7096,"Blount County, Alabama",57710,45813.0,9552
2015,County,AL-Bullock,01011,2053.0,782.7085,"Bullock County, Alabama",10678,31938.0,2486
2015,County,AL-Butler,01013,4893.0,869.1242,"Butler County, Alabama",20354,32229.0,5094
2015,County,AL-Calhoun,01015,27416.0,772.0334,"Calhoun County, Alabama",116648,41703.0,23325
2015,County,AL-Chambers,01017,8937.0,705.8391,"Chambers County, Alabama",34079,34177.0,7273
2015,County,AL-Cherokee,01019,7035.0,734.3655,"Cherokee County, Alabama",26008,36296.0,4918
2015,County,AL-Chilton,01021,9183.0,551.6849,"Chilton County, Alabama",43819,41627.0,8288
2015,County,AL-Choctaw,01023,3894.0,840.2138,"Choctaw County, Alabama",13395,33536.0,3093
2015,County,AL-Clarke,01025,6352.0,668.2464,"Clarke County, Alabama",25070,32011.0,6107
2015,County,AL-Clay,01027,3710.0,674.4898,"Clay County, Alabama",13537,35327.0,2201
2015,County,AL-Cleburne,01029,3555.0,746.3327,"Cleburne County, Alabama",15002,38056.0,2508
2015,County,AL-Coffee,01031,10377.0,750.6039,"Coffee County, Alabama",50884,46729.0,8581
2015,County,AL-Colbert,01033,13992.0,869.0466,"Colbert County, Alabama",54444,40576.0,9406
2015,County,AL-Conecuh,01035,3603.0,1036.8119,"Conecuh County, Alabama",12865,24900.0,4320
2015,County,AL-Coosa,01037,2592.0,836.9781,"Coosa County, Alabama",11027,31212.0,2073
2015,County,AL-Covington,01039,9835.0,936.4658,"Covington County, Alabama",37886,36444.0,7515
2015,County,AL-Crenshaw,01041,3546.0,820.5426,"Crenshaw County, Alabama",13938,36022.0,2288
2015,County,AL-Cullman,01043,19441.0,632.9283,"Cullman County, Alabama",80965,38971.0,14814
2015,County,AL-Dale,01045,10330.0,925.0059,"Dale County, Alabama",49866,45028.0,9306
2015,County,AL-Dallas,01047,10119.0,811.71,"Dallas County, Alabama",42154,27306.0,14580
2015,County,AL-DeKalb,01049,15568.0,657.158,"DeKalb County, Alabama",71068,38192.0,13133
2015,County,AL-Elmore,01051,16174.0,607.0769,"Elmore County, Alabama",80763,53555.0,10334
2015,County,AL-Escambia,01053,8863.0,973.7817,"Escambia County, Alabama",37935,32330.0,8609
2015,County,AL-Etowah,01055,25877.0,683.225,"Etowah County, Alabama",103766,39220.0,20078
2015,County,AL-Fayette,01057,4944.0,949.3545,"Fayette County, Alabama",16896,34680.0,3055
2015,County,AL-Franklin,01059,6910.0,840.2707,"Franklin County, Alabama",31634,35372.0,7020
2015,County,AL-Geneva,01061,6931.0,798.5386,"Geneva County, Alabama",26815,36024.0,6149
2015,County,AL-Greene,01063,2257.0,920.9278,"Greene County, Alabama",8697,20541.0,3479
2015,County,AL-Hale,01065,4053.0,943.3034,"Hale County, Alabama",15256,32714.0,4011
2015,County,AL-Henry,01067,4657.0,680.4155,"Henry County, Alabama",17252,41997.0,2657
2015,County,AL-Houston,01069,22857.0,724.9645,"Houston County, Alabama",103534,41571.0,18746
2015,County,AL-Jackson,01071,13087.0,688.2034,"Jackson County, Alabama",52860,37745.0,9415
2015,County,AL-Jefferson,01073,130935.0,652.7348,"Jefferson County, Alabama",659026,45610.0,121029
2015,County,AL-Lamar,01075,3977.0,935.1477,"Lamar County, Alabama",14133,35450.0,3382
2015,County,AL-Lauderdale,01077,21566.0,637.0345,"Lauderdale County, Alabama",92737,43125.0,16232
2015,County,AL-Lawrence,01079,7803.0,792.5549,"Lawrence County, Alabama",33586,40003.0,6225
2015,County,AL-Lee,01081,21583.0,549.9877,"Lee County, Alabama",150982,44570.0,34561
2015,County,AL-Limestone,01083,16652.0,774.5251,"Limestone County, Alabama",88805,49570.0,12075
2015,County,AL-Lowndes,01085,2776.0,788.084,"Lowndes County, Alabama",10742,25876.0,3035
2015,County,AL-Macon,01087,4558.0,630.6401,"Macon County, Alabama",20018,30738.0,4636
2015,County,AL-Madison,01089,61130.0,639.2818,"Madison County, Alabama",346438,57993.0,46436
2015,County,AL-Marengo,01091,5475.0,654.8458,"Marengo County, Alabama",20306,32042.0,5244
2015,County,AL-Marion,01093,7351.0,833.0614,"Marion County, Alabama",30387,32299.0,5960
2015,County,AL-Marshall,01095,20588.0,776.2282,"Marshall County, Alabama",94318,38983.0,18794
2015,County,AL-Mobile,01097,81924.0,589.198,"Mobile County, Alabama",414251,43809.0,77917
2015,County,AL-Monroe,01099,5320.0,916.6864,"Monroe County, Alabama",22217,27257.0,6901
2015,County,AL-Montgomery,01101,41779.0,641.6709,"Montgomery County, Alabama",228138,44369.0,49918
2015,County,AL-Morgan,01103,25591.0,663.1011,"Morgan County, Alabama",119786,45751.0,18936
2015,County,AL-Perry,01105,2474.0,736.0382,"Perry County, Alabama",10038,24537.0,3373
2015,County,AL-Pickens,01107,5092.0,1013.6322,"Pickens County, Alabama",19856,30330.0,4801
2015,County,AL-Pike,01109,6294.0,802.3177,"Pike County, Alabama",33155,32825.0,8158
2015,County,AL-Randolph,01111,5642.0,737.9511,"Randolph County, Alabama",22648,36924.0,4511
2015,County,AL-Russell,01113,11216.0,723.3876,"Russell County, Alabama",58302,37049.0,12054
2015,County,AL-Shelby,01117,33935.0,501.878,"Shelby County, Alabama",203530,70187.0,16693
2015,County,AL-St. Clair,01115,17425.0,590.1166,"St. Clair County, Alabama",85864,51859.0,13417
2015,County,AL-Sumter,01119,3083.0,862.2777,"Sumter County, Alabama",13341,19501.0,5372
2015,County,AL-Talladega,01121,19631.0,788.026,"Talladega County, Alabama",81437,35155.0,17950
2015,County,AL-Tallapoosa,01123,11177.0,839.2051,"Tallapoosa County, Alabama",41153,39206.0,9117
2015,County,AL-Tuscaloosa,01125,35117.0,710.7778,"Tuscaloosa County, Alabama",200458,46565.0,36274
2015,County,AL-Walker,01127,18187.0,670.489,"Walker County, Alabama",65923,35843.0,14598
2015,County,AL-Washington,01129,4107.0,681.8321,"Washington County, Alabama",16997,42811.0,3200
2015,County,AL-Wilcox,01131,3223.0,879.9102,"Wilcox County, Alabama",11235,23750.0,4126
2015,County,AL-Winston,01133,6189.0,689.5023,"Winston County, Alabama",24130,33194.0,5157
2015,County,AR-Arkansas,05001,4322.0,678.7984,"Arkansas County, Arkansas",18731,36411.0,3705
2015,County,AR-Ashley,05003,5300.0,740.7986,"Ashley County, Arkansas",21229,34263.0,4352
2015,County,AR-Baxter,05005,15184.0,575.9488,"Baxter County, Arkansas",41040,35396.0,6452
2015,County,AR-Benton,05007,39633.0,705.5486,"Benton County, Arkansas",238198,56239.0,28804
2015,County,AR-Boone,05009,10104.0,656.8297,"Boone County, Arkansas",37227,39251.0,6465
2015,County,AR-Bradley,05011,2660.0,809.2876,"Bradley County, Arkansas",11206,33701.0,3218
2015,County,AR-Calhoun,05013,1240.0,645.7023,"Calhoun County, Arkansas",5245,36899.0,907
2015,County,AR-Carroll,05015,7093.0,644.6632,"Carroll County, Arkansas",27635,36897.0,5001
2015,County,AR-Chicot,05017,2797.0,861.1488,"Chicot County, Arkansas",11353,28913.0,3385
2015,County,AR-Clark,05019,4668.0,669.1176,"Clark County, Arkansas",22751,35031.0,4716
2015,County,AR-Clay,05021,4326.0,772.2349,"Clay County, Arkansas",15400,32552.0,3324
2015,County,AR-Cleburne,05023,7954.0,603.0158,"Cleburne County, Arkansas",25711,42905.0,3676
2015,County,AR-Cleveland,05025,2034.0,679.9524,"Cleveland County, Arkansas",8510,43158.0,1751
2015,County,AR-Columbia,05027,5367.0,727.6683,"Columbia County, Arkansas",24327,36619.0,5823
2015,County,AR-Conway,05029,5192.0,662.5558,"Conway County, Arkansas",21110,37732.0,4709
2015,County,AR-Craighead,05031,18056.0,767.4691,"Craighead County, Arkansas",101409,42475.0,19715
2015,County,AR-Crawford,05033,13379.0,783.2034,"Crawford County, Arkansas",61748,41268.0,11304
2015,County,AR-Crittenden,05035,8953.0,653.993,"Crittenden County, Arkansas",49765,38004.0,11802
2015,County,AR-Cross,05037,4029.0,825.8445,"Cross County, Arkansas",17467,38103.0,3461
2015,County,AR-Dallas,05039,2025.0,737.4225,"Dallas County, Arkansas",7868,34084.0,1141
2015,County,AR-Desha,05041,2955.0,853.3333,"Desha County, Arkansas",12379,27197.0,4029
2015,County,AR-Drew,05043,3761.0,748.7844,"Drew County, Arkansas",18740,32819.0,5023
2015,County,AR-Faulkner,05045,18512.0,593.8604,"Faulkner County, Arkansas",119343,51223.0,17768
2015,County,AR-Franklin,05047,4230.0,796.5416,"Franklin County, Arkansas",17866,39285.0,3854
2015,County,AR-Fulton,05049,3623.0,685.3846,"Fulton County, Arkansas",12224,37066.0,2383
2015,County,AR-Garland,05051,28247.0,594.0819,"Garland County, Arkansas",96954,38733.0,19802
2015,County,AR-Grant,05053,3825.0,693.857,"Grant County, Arkansas",18054,46171.0,2134
2015,County,AR-Greene,05055,9516.0,774.323,"Greene County, Arkansas",43382,41286.0,7572
2015,County,AR-Hempstead,05057,4651.0,760.3428,"Hempstead County, Arkansas",22336,32122.0,5940
2015,County,AR-Hot Spring,05059,7686.0,798.3048,"Hot Spring County, Arkansas",33316,40000.0,5975
2015,County,AR-Howard,05061,3206.0,814.4033,"Howard County, Arkansas",13555,34229.0,2910
2015,County,AR-Independence,05063,8526.0,735.3561,"Independence County, Arkansas",36952,36265.0,7783
2015,County,AR-Izard,05065,3958.0,668.435,"Izard County, Arkansas",13480,32630.0,2663
2015,County,AR-Jackson,05067,3937.0,840.0859,"Jackson County, Arkansas",17597,31261.0,3819
2015,County,AR-Jefferson,05069,15623.0,718.3568,"Jefferson County, Arkansas",73548,36747.0,17205
2015,County,AR-Johnson,05071,5597.0,830.6794,"Johnson County, Arkansas",25930,34139.0,5574
2015,County,AR-Lafayette,05073,1829.0,753.6618,"Lafayette County, Arkansas",7270,31194.0,1731
2015,County,AR-Lawrence,05075,4502.0,844.4317,"Lawrence County, Arkansas",17029,32379.0,3899
2015,County,AR-Lee,05077,2078.0,761.8715,"Lee County, Arkansas",9966,28393.0,2304
2015,County,AR-Lincoln,05079,2462.0,611.2299,"Lincoln County, Arkansas",14062,32580.0,2257
2015,County,AR-Little River,05081,3242.0,920.1135,"Little River County, Arkansas",12720,36205.0,2402
2015,County,AR-Logan,05083,5727.0,889.6499,"Logan County, Arkansas",22001,35325.0,4158
2015,County,AR-Lonoke,05085,12411.0,639.8662,"Lonoke County, Arkansas",70691,53631.0,8697
2015,County,AR-Madison,05087,3764.0,558.3259,"Madison County, Arkansas",15702,37691.0,3183
2015,County,AR-Marion,05089,5352.0,555.0549,"Marion County, Arkansas",16458,34195.0,3064
2015,County,AR-Miller,05091,8791.0,830.3289,"Miller County, Arkansas",43652,40317.0,8594
2015,County,AR-Mississippi,05093,8882.0,895.7084,"Mississippi County, Arkansas",44864,34612.0,11781
2015,County,AR-Monroe,05095,2138.0,649.3011,"Monroe County, Arkansas",7713,27647.0,2501
2015,County,AR-Montgomery,05097,2636.0,529.8583,"Montgomery County, Arkansas",9197,33037.0,1620
2015,County,AR-Nevada,05099,2189.0,684.0472,"Nevada County, Arkansas",8793,30691.0,2424
2015,County,AR-Newton,05101,2475.0,529.1096,"Newton County, Arkansas",8052,34536.0,1637
2015,County,AR-Ouachita,05103,6396.0,683.0295,"Ouachita County, Arkansas",25044,31293.0,5948
2015,County,AR-Perry,05105,2725.0,611.3625,"Perry County, Arkansas",10300,42346.0,1624
2015,County,AR-Phillips,05107,4511.0,752.8576,"Phillips County, Arkansas",20391,26844.0,6882
2015,County,AR-Pike,05109,2781.0,623.7762,"Pike County, Arkansas",11087,33097.0,2199
2015,County,AR-Poinsett,05111,5997.0,817.8286,"Poinsett County, Arkansas",24210,33070.0,5416
2015,County,AR-Polk,05113,5529.0,632.8513,"Polk County, Arkansas",20364,33702.0,4878
2015,County,AR-Pope,05115,12386.0,640.632,"Pope County, Arkansas",62830,39810.0,11818
2015,County,AR-Prairie,05117,2138.0,700.5682,"Prairie County, Arkansas",8402,35833.0,1766
2015,County,AR-Pulaski,05119,74485.0,679.6993,"Pulaski County, Arkansas",390463,46140.0,67908
2015,County,AR-Randolph,05121,4733.0,622.6472,"Randolph County, Arkansas",17695,34044.0,3651
2015,County,AR-Saline,05125,23889.0,607.9443,"Saline County, Arkansas",113833,55817.0,10176
2015,County,AR-Scott,05127,2661.0,780.0668,"Scott County, Arkansas",10870,37321.0,2165
2015,County,AR-Searcy,05129,2509.0,645.2154,"Searcy County, Arkansas",7965,33083.0,1855
2015,County,AR-Sebastian,05131,25447.0,740.7715,"Sebastian County, Arkansas",127273,38575.0,28975
2015,County,AR-Sevier,05133,2995.0,898.581,"Sevier County, Arkansas",17268,36579.0,3755
2015,County,AR-Sharp,05135,6067.0,733.6792,"Sharp County, Arkansas",17055,30691.0,3944
2015,County,AR-St. Francis,05123,5107.0,792.0792,"St. Francis County, Arkansas",27345,32105.0,5857
2015,County,AR-Stone,05137,4123.0,697.2909,"Stone County, Arkansas",12512,29264.0,3042
2015,County,AR-Union,05139,9898.0,650.0065,"Union County, Arkansas",40633,38678.0,8172
2015,County,AR-Van Buren,05141,5176.0,584.7324,"Van Buren County, Arkansas",17002,32312.0,3574
2015,County,AR-Washington,05143,31567.0,649.2227,"Washington County, Arkansas",216432,43524.0,41846
2015,County,AR-White,05145,16484.0,722.057,"White County, Arkansas",78660,42554.0,14175
2015,County,AR-Woodruff,05147,1923.0,774.4845,"Woodruff County, Arkansas",6983,28993.0,1612
2015,County,AR-Yell,05149,4691.0,669.7838,"Yell County, Arkansas",21835,37804.0,4009
2015,County,AZ-Apache,04001,11801.0,497.6407,"Apache County, Arizona",72124,31757.0,25852
2015,County,AZ-Cochise,04003,29634.0,591.7473,"Cochise County, Arizona",129647,45075.0,21102
2015,County,AZ-Coconino,04005,18158.0,477.8881,"Coconino County, Arizona",136701,50234.0,28824
2015,County,AZ-Gila,04007,15942.0,661.7162,"Gila County, Arizona",53165,39751.0,11839
2015,County,AZ-Graham,04009,5467.0,659.5276,"Graham County, Arizona",37407,45964.0,7446
2015,County,AZ-Greenlee,04011,1278.0,503.612,"Greenlee County, Arizona",9023,51628.0,1215
2015,County,AZ-La Paz,04012,5373.0,659.9327,"La Paz County, Arizona",20335,34466.0,3824
2015,County,AZ-Maricopa,04013,635484.0,582.8035,"Maricopa County, Arizona",4018143,54229.0,673527
2015,County,AZ-Mohave,04015,60468.0,698.5437,"Mohave County, Arizona",203362,38488.0,38874
2015,County,AZ-Navajo,04017,21379.0,443.0397,"Navajo County, Arizona",107656,35921.0,32141
2015,County,AZ-Pima,04019,205754.0,496.4342,"Pima County, Arizona",998537,46162.0,187250
2015,County,AZ-Pinal,04021,68020.0,640.9948,"Pinal County, Arizona",389772,49477.0,63201
2015,County,AZ-Santa Cruz,04023,8772.0,340.2778,"Santa Cruz County, Arizona",47073,40140.0,10970
2015,County,AZ-Yavapai,04025,72542.0,542.8942,"Yavapai County, Arizona",215996,44748.0,34117
2015,County,AZ-Yuma,04027,32115.0,523.5099,"Yuma County, Arizona",202987,40743.0,40508
2015,County,CA-Alameda,06001,233443.0,680.7584,"Alameda County, California",1584983,75619.0,194639
2015,County,CA-Alpine,06003,234.0,438.7755,"Alpine County, California",1131,52917.0,195
2015,County,CA-Amador,06005,10683.0,718.7582,"Amador County, California",36995,54171.0,4191
2015,County,CA-Butte,06007,50028.0,718.3208,"Butte County, California",222564,43444.0,47532
2015,County,CA-Calaveras,06009,12772.0,592.1184,"Calaveras County, California",44767,53233.0,5590
2015,County,CA-Colusa,06011,3527.0,680.3251,"Colusa County, California",21396,52168.0,3171
2015,County,CA-Contra Costa,06013,187248.0,649.809,"Contra Costa County, California",1096068,80185.0,117915
2015,County,CA-Del Norte,06015,5981.0,850.1777,"Del Norte County, California",27788,40847.0,5207
2015,County,CA-El Dorado,06017,40105.0,602.8956,"El Dorado County, California",182093,69584.0,18831
2015,County,CA-Fresno,06019,133590.0,611.2364,"Fresno County, California",956749,45233.0,252187
2015,County,CA-Glenn,06021,5600.0,693.2649,"Glenn County, California",28029,39349.0,5721
2015,County,CA-Humboldt,06023,27816.0,521.0775,"Humboldt County, California",135034,42197.0,28158
2015,County,CA-Imperial,06025,28932.0,834.9069,"Imperial County, California",178206,41079.0,40114
2015,County,CA-Inyo,06027,4506.0,613.2265,"Inyo County, California",18373,45955.0,2019
2015,County,CA-Kern,06029,111668.0,693.4682,"Kern County, California",865736,49026.0,195744
2015,County,CA-Kings,06031,16551.0,739.8881,"Kings County, California",150998,46481.0,29900
2015,County,CA-Lake,06033,17371.0,767.8953,"Lake County, California",64158,35578.0,15597
2015,County,CA-Lassen,06035,4939.0,836.2956,"Lassen County, California",32645,51555.0,3563
2015,County,CA-Los Angeles,06037,1432884.0,578.2944,"Los Angeles County, California",10038388,56196.0,1800265
2015,County,CA-Madera,06039,23510.0,564.3209,"Madera County, California",153187,45073.0,33968
2015,County,CA-Marin,06041,56161.0,496.3518,"Marin County, California",258349,93257.0,20964
2015,County,CA-Mariposa,06043,4845.0,644.1703,"Mariposa County, California",17789,47681.0,2651
2015,County,CA-Mendocino,06045,21810.0,692.7183,"Mendocino County, California",87544,42980.0,17527
2015,County,CA-Merced,06047,34575.0,691.7639,"Merced County, California",263885,42462.0,67417
2015,County,CA-Modoc,06049,2535.0,755.6792,"Modoc County, California",9184,37860.0,1673
2015,County,CA-Mono,06051,1558.0,502.583,"Mono County, California",14146,56944.0,684
2015,County,CA-Monterey,06053,61259.0,574.3522,"Monterey County, California",428441,58783.0,69475
2015,County,CA-Napa,06055,28539.0,628.9206,"Napa County, California",140295,71379.0,14020
2015,County,CA-Nevada,06057,27701.0,551.3686,"Nevada County, California",98570,56521.0,12367
2015,County,CA-Orange,06059,473858.0,501.8474,"Orange County, California",3116069,76509.0,395483
2015,County,CA-Placer,06061,77258.0,505.1267,"Placer County, California",366280,73948.0,32427
2015,County,CA-Plumas,06063,5921.0,735.8342,"Plumas County, California",18966,47333.0,2687
2015,County,CA-Riverside,06065,345947.0,597.1143,"Riverside County, California",2298032,56603.0,379985
2015,County,CA-Sacramento,06067,243224.0,671.9139,"Sacramento County, California",1465832,55987.0,262251
2015,County,CA-San Benito,06069,8094.0,629.6018,"San Benito County, California",57557,71077.0,6202
2015,County,CA-San Bernardino,06071,276971.0,693.9388,"San Bernardino County, California",2094769,53433.0,397766
2015,County,CA-San Diego,06073,496681.0,542.509,"San Diego County, California",3223096,64309.0,454876
2015,County,CA-San Francisco,06075,145203.0,650.9206,"San Francisco County, California",840763,81294.0,109524
2015,County,CA-San Joaquin,06077,105832.0,702.6802,"San Joaquin County, California",708554,53274.0,129390
2015,County,CA-San Luis Obispo,06079,58274.0,584.6816,"San Luis Obispo County, California",276517,60691.0,38630
2015,County,CA-San Mateo,06081,123155.0,463.6427,"San Mateo County, California",748731,93623.0,59232
2015,County,CA-Santa Barbara,06083,73775.0,609.4931,"Santa Barbara County, California",435850,63985.0,68017
2015,County,CA-Santa Clara,06085,260717.0,469.9886,"Santa Clara County, California",1868149,96310.0,175690
2015,County,CA-Santa Cruz,06087,45652.0,446.0109,"Santa Cruz County, California",269278,67256.0,39053
2015,County,CA-Shasta,06089,46873.0,682.0984,"Shasta County, California",178942,44620.0,31707
2015,County,CA-Sierra,06091,893.0,424.2424,"Sierra County, California",3021,42833.0,438
2015,County,CA-Siskiyou,06093,12891.0,686.7503,"Siskiyou County, California",43895,37170.0,10026
2015,County,CA-Solano,06095,72944.0,691.8564,"Solano County, California",425753,66828.0,55534
2015,County,CA-Sonoma,06097,99919.0,600.3571,"Sonoma County, California",495078,64240.0,57179
2015,County,CA-Stanislaus,06099,83621.0,777.758,"Stanislaus County, California",527367,50125.0,105927
2015,County,CA-Sutter,06101,16857.0,540.7032,"Sutter County, California",95247,52017.0,16743
2015,County,CA-Tehama,06103,14723.0,728.4684,"Tehama County, California",63152,41001.0,12313
2015,County,CA-Trinity,06105,3721.0,567.1275,"Trinity County, California",13373,34974.0,2562
2015,County,CA-Tulare,06107,60088.0,629.4184,"Tulare County, California",454033,42031.0,125775
2015,County,CA-Tuolumne,06109,15211.0,730.3647,"Tuolumne County, California",54079,50306.0,7010
2015,County,CA-Ventura,06111,139164.0,560.6511,"Ventura County, California",840833,77348.0,91880
2015,County,CA-Yolo,06113,29178.0,603.6518,"Yolo County, California",207320,54989.0,39688
2015,County,CA-Yuba,06115,12055.0,623.8458,"Yuba County, California",73437,46892.0,15862
2015,County,CO-Adams,08001,57796.0,746.921,"Adams County, Colorado",471206,58946.0,64241
2015,County,CO-Alamosa,08003,2740.0,692.607,"Alamosa County, Colorado",16269,32395.0,4396
2015,County,CO-Arapahoe,08005,86315.0,637.5347,"Arapahoe County, Colorado",608310,63265.0,67679
2015,County,CO-Archuleta,08007,3231.0,489.5414,"Archuleta County, Colorado",12174,46646.0,1405
2015,County,CO-Baca,08009,1026.0,761.2565,"Baca County, Colorado",3701,38000.0,736
2015,County,CO-Bent,08011,1057.0,787.5587,"Bent County, Colorado",5895,36791.0,923
2015,County,CO-Boulder,08013,45971.0,528.5221,"Boulder County, Colorado",310032,70961.0,42167
2015,County,CO-Broomfield,08014,8885.0,585.5131,"Broomfield County, Colorado",60699,81898.0,3930
2015,County,CO-Chaffee,08015,4939.0,474.1935,"Chaffee County, Colorado",18309,51092.0,1502
2015,County,CO-Cheyenne,08017,345.0,633.8983,"Cheyenne County, Colorado",2002,52554.0,168
2015,County,CO-Clear Creek,08019,1708.0,452.0548,"Clear Creek County, Colorado",9136,67710.0,748
2015,County,CO-Conejos,08021,1843.0,797.2727,"Conejos County, Colorado",8249,36652.0,1491
2015,County,CO-Costilla,08023,1141.0,634.6705,"Costilla County, Colorado",3581,31321.0,850
2015,County,CO-Crowley,08025,816.0,732.0261,"Crowley County, Colorado",5551,31151.0,1449
2015,County,CO-Custer,08027,1433.0,429.4004,"Custer County, Colorado",4303,35000.0,736
2015,County,CO-Delta,08029,8415.0,540.365,"Delta County, Colorado",30214,42452.0,4716
2015,County,CO-Denver,08031,88917.0,746.1745,"Denver County, Colorado",649654,53637.0,110299
2015,County,CO-Dolores,08033,534.0,520.8333,"Dolores County, Colorado",1862,31875.0,398
2015,County,CO-Douglas,08035,37531.0,520.9364,"Douglas County, Colorado",306974,102964.0,12110
2015,County,CO-Eagle,08037,4846.0,325.2452,"Eagle County, Colorado",52576,72214.0,4780
2015,County,CO-El Paso,08041,97039.0,633.2853,"El Paso County, Colorado",655024,58206.0,75033
2015,County,CO-Elbert,08039,3835.0,407.3403,"Elbert County, Colorado",23855,84963.0,1649
2015,County,CO-Fremont,08043,11627.0,598.0461,"Fremont County, Colorado",46809,40423.0,6272
2015,County,CO-Garfield,08045,7472.0,551.5935,"Garfield County, Colorado",57076,56590.0,6786
2015,County,CO-Gilpin,08047,842.0,424.3176,"Gilpin County, Colorado",5605,65670.0,413
2015,County,CO-Grand,08049,2258.0,412.828,"Grand County, Colorado",14411,63628.0,1543
2015,County,CO-Gunnison,08051,2112.0,534.8578,"Gunnison County, Colorado",15651,48071.0,2509
2015,County,CO-Hinsdale,08053,225.0,172.973,"Hinsdale County, Colorado",874,57083.0,70
2015,County,CO-Huerfano,08055,2250.0,683.2524,"Huerfano County, Colorado",6502,31715.0,1171
2015,County,CO-Jackson,08057,324.0,390.411,"Jackson County, Colorado",1335,46014.0,155
2015,County,CO-Jefferson,08059,98909.0,595.1763,"Jefferson County, Colorado",552344,70164.0,46423
2015,County,CO-Kiowa,08061,333.0,456.3758,"Kiowa County, Colorado",1463,40304.0,189
2015,County,CO-Kit Carson,08063,1501.0,467.9104,"Kit Carson County, Colorado",7980,40603.0,1157
2015,County,CO-La Plata,08067,9232.0,530.0726,"La Plata County, Colorado",53182,60278.0,5432
2015,County,CO-Lake,08065,937.0,526.8676,"Lake County, Colorado",7362,45367.0,833
2015,County,CO-Larimer,08069,54518.0,573.7248,"Larimer County, Colorado",318227,59805.0,42338
2015,County,CO-Las Animas,08071,3829.0,916.9307,"Las Animas County, Colorado",14503,45067.0,2055
2015,County,CO-Lincoln,08073,1007.0,725.9343,"Lincoln County, Colorado",5478,39005.0,624
